"recipe_title","url","record_health","vote_count","rating","description","cuisine","course","diet","prep_time","cook_time","ingredients","instructions","author","tags","category"
"Malwani Pumpkin And Raw Mango Curry Recipe","https://www.archanaskitchen.com/malwani-pumpkin-and-raw-mango-curry-recipe","good","803","4.8916562889166","The is beautifully spiced and cooked sabzi that is made with very little oil, it’s healthy and very delicious. A perfect balance of spice, sweet, sour and a hint of bitter in the curry makes it all right! Try this lip smacking curry today and enjoy. Did you know - Pumpkin is good for the heart. The fiber, potassium, and vitamin C content in pumpkin all support heart health. Serve along with and for a weekday lunch or dinner. If you like this recipe, you can also try other such as","Malvani","Dinner","Vegetarian","10 M","30 M","Mango (Raw)|Kaddu (Parangikai/ Pumpkin)|Green Chillies|Ginger|Dry Red Chillies|Cumin seeds (Jeera)|Fennel seeds (Saunf)|Methi Seeds (Fenugreek Seeds)|Whole Black Peppercorns|Coriander (Dhania) Seeds|Fresh coconut|Oil","To begin making the Malwani Pumpkin And Raw Mango Curry Recipe, lightly dry roast each of these spices separately – dried red chilies, cumin seeds, fennel seeds, fenugreek seeds, black pepper corn, coriander seeds. Let it cool and then grind into fine powder. Heat oil in a heavy bottomed pan. Add slit green chilies, grated ginger and saute for a minute. Then add the ground powder and saute for a minute. Add raw mango cubes into the pan along with salt along with little water cook until mango is 3/4 cooked. Add the pumpkin cubes and cook until pumpkin is well done. Add little water if required during cooking. The Malwani Pumpkin And Raw Mango Curry should be semi dry. Finally add grated coconut and turn off the flame. Serve hot. Serve Malwani Pumpkin And Raw Mango Curry along with and for a weekday lunch or dinner.","Jyothi Rajesh","South Indian Recipes|Indian Lunch Recipes|Summer Recipe Ideas|Mango Recipes|Pumpkin Recipes (Kaddu / Poosanikai)|Raw Mango recipes","Indian Curry Recipes"
"Maharashtrian Kakdi Thalipeeth Recipe - Spiced Cucumber Flat Bread","https://www.archanaskitchen.com/maharashtrian-kakdi-thalipeeth-recipe-spiced-cucumber-flat-bread","good","7238","4.9041171594363","The Maharashtrian Kakdi Thalipeeth Recipe is a wholesome dish that is made from cucumbers, whole wheat flour and spices. The addition of coriander and green chilies make this Thalipeeth a perfect addition for breakfast or even for dinner when you serve it along with a sabzi. Thalipeeth is a slightly crispy Indian bread and it goes well with a dollop of home made butter too. You can even serve it for dinner if you like but traditionally it is had for breakfast. Serve the Maharashtrian Kakdi Thalipeeth along with or for breakfast. If you like a hot and savory breakfast, then you might also like","Maharashtrian Recipes","Indian Breakfast","Diabetic Friendly","30 M","30 M","Gram flour (besan)|Whole Wheat Flour|Rice flour|Cucumber|Turmeric powder (Haldi)|Cumin powder (Jeera)|Coriander Powder (Dhania)|Red Chilli powder|Green Chillies|Coriander (Dhania) Leaves|Garlic|Salt","To begin making the Maharashtrian Kakdi Thalipeeth Recipe, in a add all the 3 flours together and mix them. Add all the remaining ingredients like the grated cucumber, turmeric powder, cumin powder, coriander powder, red chili powder, green chillies, coriander leaves, garlic and salt to taste. Mix everything well and add a little water at a time to make a smooth and firm dough of the Kakdi Thalipeeth. The cucumber will release water when it gets combined with salt, so take care to add little water at a time. The dough will be slightly sticky to handle. Allow the dough to rest for 5 minutes. Divide the dough into 4 portions. Preheat the on medium heat. Keep water in a separate bowl to wet fingers and to wet a muslin cloth. Spread a wet muslin cloth on a smooth counter top. Take a portion of the Kakdi Thalipeeth mixture and pat it on the wet cloth to about 4 inches in diameter. Try not to make it too thin as it can break while flipping it on the skillet. Carefully lift the cloth along with the patted mixture and flip the Thalipeeth over on the skillet. Drizzle a teaspoon of oil or ghee around the Thalipeeth and cook on medium heat. After about 3 minutes, you will be able to flip the Kakdi Thalipeeth over to the other side. Allow each side to cook on medium heat for about 3-4 minutes, until the Thalipeeth are slightly crisp and browned. Remove from heat and place on a serving platter. Continue the same procedure with the other portions of the Kakdi Thalipeeth dough. Serve the Maharashtrian Kakdi Thalipeeth along with or for breakfast.","Raksha Kamat","Office Lunch Box Recipes|Breakfast Recipe Ideas|Indian Diabetic Recipes|Paratha Recipes|Kids Lunch Box Recipes|High Fiber Recipes","Roti Recipes"
"Eggless Chocolate Mug Cake Recipe - Instant Microwave Cake","https://www.archanaskitchen.com/microwave-mug-cake-recipe","good","2929","4.8900648685558","Chocolate Mug Cake Recipe is a quick-fix, instant dessert option for those days when a sugar craving is at it's peak, or when your child demands a dessert unexpectedly. This mug cake comes together in no time, doesn't require an oven to be preheated, and doesn't make you wait for the baking an cooling process either! Just mix the ingredients into a microwave-safe mug and cook it, and the cake is ready. Serve Chocolate Mug Cake Recipe as a sundae along with some vanilla ice cream, , and top it with chocolate chips and roasted almonds. If you are looking for more quick recipes:","Continental","Dessert","Vegetarian","10 M","1 M","Butter (Unsalted)|Cocoa Powder|Sugar|All Purpose Flour (Maida)|Salt|Milk|Chocolate chips|Vanilla Extract","To begin making the Eggless Chocolate Mug Cake, in a microwave safe mug, combine the softened butter and sugar, mix well. To this add the cocoa powder, flour and hot milk. Whisk vigorously with a fork until fluffy and smooth. Finally fold in the chocolate chips. Microwave on high power for 2 minutes. The Eggless Chocolate Mug Cake is ready when the center is slightly gooey and the edges bounce back when pressed. If not ready, microwave for 15 seconds more and serve the Eggless Chocolate Mug Cake hot Serve Eggless Chocolate Mug Cake as a sundae along with some vanilla ice cream, , and top it with chocolate chips and roasted almonds.","Archana's Kitchen","Vegetarian Recipes|Chocolate Recipes|Eggless Cake Recipes (Egg Free Cake)|Quick & Easy Recipes","Cake Recipes"
"Vegan Kofta Curry Recipe","https://www.archanaskitchen.com/vegan-kofta-curry-recipe","good","1201","4.8484596169858","A popular Indian main course dish, this Vegan Kofta Curry is made with absolutely no cream, yogurt or ghee. The koftas are loaded with everyday veggies like carrots, capsicum, potatoes, peas and bottle gourd, flavoured with some green chillies and salt. These koftas are a great way to sneak in veggies in to your family's diet. They are made using minimal oil since they are fried in the paniyaram pan over being deep fried. The gravy is a classic onion-tomato based one, which tastes fabulous with these vegan koftas. Serve Vegan Kofta Curry along with , , and . Finish of the meal with for dessert. If you like this recipe, take a look at more similar recipes","North Indian Recipes","Dinner","Vegan","30 M","45 M","Carrot (Gajjar)|Bottle gourd (lauki)|Potatoes (Aloo)|Green peas (Matar)|Green capsicum|Gram flour (besan)|Green Chilli|Cumin powder (Jeera)|Salt|Amchur (Dry Mango Powder)|Cashew nuts|Cumin (Jeera) seeds|Sunflower Oil|Ginger|Garlic|Onions|Cinnamon Stick (Dalchini)|Cardamom (Elaichi) Pods/Seeds|Jaggery|Cloves (Laung)|Tomatoes|Turmeric powder (Haldi)|Red Chilli powder|Kasuri Methi (Dried Fenugreek Leaves)|Salt","To begin making the Vegan Kofta Curry, we will start by making the Koftas. For the koftas, prep all the ingredients and keep them ready. Into a large mixing bowl, add the grated carrots, grated bottle gourd, mashed potatoes, steamed peas and finely chopped capsicum, green chilli, besan, salt, jeera powder and amchur powder and salt to taste. Combine all the ingredients well and ensure you get a mashed texture. A little bit of coarseness is ok. Heat a paniyaram pan on medium heat, and add a few drops of oil in each cavity. Make lemon sized balls of the vegan koftas, and pan fry them in the paniyaram pan until well cooked and golden on all sides. Set aside. For the kofta gravy, make a smooth paste of the cashew nuts along with 1/4 cup of water and keep aside. Heat oil in a pan on medium heat; add cumin seeds, garlic, ginger, onions, cinnamon stick, green cardamom and cloves. Saute this mixture for about 4-6 minutes, or until the onions turn into a light brown colour. Next add in the tomato puree, turmeric powder, red chilli powder, jaggery and salt. Cover and cook until the tomatoes for about 5 minutes. Stir in the cashew paste and mix well to combine. Now adjust the consistency of the Vegan Kofta Curry by adding a little water and adjust the seasoning by adding salt or spices according to suit your taste. Finally stir in the kasuri methi and turn off the heat. When you are ready to serve the Vegan Kofta Curry, add the kofta balls into the gravy and give the curry a brisk boil for a couple of minutes Garnish the Vegan Kofta Curry with fresh chopped coriander leaves and serve hot. Serve Vegan Kofta Curry along with , , and . End the meal with a delicious for dessert.","Archana's Kitchen","Party Food Recipes|Vegetarian Recipes|Indian Lunch Recipes|Healthy Recipes|Indian Vegetarian Recipes","Kofta Recipes"
"Muttai Podimas Recipe - Chettinad Egg Scramble","https://www.archanaskitchen.com/muttai-podimas-recipe-chettinad-egg-scramble","good","2150","4.8572093023256","Muttai Podimas Recipe is a simple and delicious Chettinad Style egg scramble made using everyday ingredients found in the kitchen. A rich source of protein, eggs here are scrambled with simple Indian masalas, and mildly spiced with pepper and cumin making it quite delectable. Serve the Muttai Podimas along with , and for a weeknight dinner. If you like this recipe, you can also try other Podimas Recipe such as","South Indian Recipes","Lunch","Eggetarian","10 M","15 M","Whole Eggs|Coconut Oil|Cumin seeds (Jeera)|Curry leaves|Green Chilli|Pearl onions (Sambar Onions)|Salt|Turmeric powder (Haldi)|Black pepper powder|Coriander (Dhania) Leaves","To begin making the Muttai Podimas Recipe, keep all the ingredients ready. In a mixing bowl, whisk the eggs along with some salt. Heat coconut oil in a pan over medium heat; add cumin seeds and allow them to sizzle. Stir in the onion and green chillies and saute until the onions soften and turn lightly golden. Stir in the curry leaves, turmeric powder, black pepper powder, sambar powder and mix well. Stir in beaten eggs and keep stirring until the eggs/muttai get cooked and scrambled (podimas) Once done, give the Muttai Podimas a taste and adjust salt as required. Stir in coriander leaves and and turn off the heat. Transfer the Muttai Podimas to a serving bowl and serve hot. Serve the Muttai Podimas along with , and for a weeknight dinner.","Archana's Kitchen","Side Dish Recipes|Healthy Recipes|High Protein Diet|High Protein Breakfast|Chettinad Recipes","Scrambled Egg Recipe"
"Chilli Oil Recipe","https://www.archanaskitchen.com/chilli-oil-recipe","good","15","5.0","This Chilli oil, is such an excellent condiment that finds a fit not just with the Asian cuisine but goes equally well with a lot of other cuisines too. Robust ingredients like fresh ginger, garlic, and red chilli flakes are used to flavour this oil. The addition of toasted sesame adds a great crunch to this oil and the soy sauce gives the oil a mild saltiness. All in all, a lovely flavour packed jar that will be multipurpose in your kitchen. Chilli apart from being a great condiment on your dining table can also be used in everyday cooking too. It can be used as a base to stir fry veggies, meat or even toss your fried rice and noodles in. One could use it as a dipping sauce with dumplings or drizzle it over absolutely anything. Serve Chilli Oil as a dipping sauce with or","Asian","Side Dish","Vegetarian","10 M","15 M","Red Chilli flakes|Brown Sugar (Demerara Sugar)|Ginger|Sesame seeds (Til seeds)|Star anise|Garlic|Cooking oil","To begin making the Chilli oil, firstly prep all the ingredients and keep them ready. Heat oil in a pan on medium heat. To this add the sliced garlic and fry until it turns into a lovely golden brown colour. Gently stir the garlic at regular intervals. In the meanwhile, in a mixing bowl, combine the red chilli flakes, brown sugar, grated ginger, toasted sesame seeds, star anise and dark soya sauce. Once the aroma of the garlic wafts in the air and has turned brown in colour, turn off the heat and pour the hot oil and garlic over the red chilli flakes mixture. Allow Chilli oil to cool and store in a sterilized air tight container. This chilli oil can be stored in the refrigerator for 4-5 months. This versatile chilli oil can be used as a dipping sauce along with its sediment with momos, dumplings and wontons. It can be used as a base oil to stir fry veggies and meat of your choice. It can also be used to toss simple fried rice and noodles too. Apart from that, this chilli oil can be drizzled on soups , salads and pastas. It could also be drizzled on eggs such as or . This chilli oil when used as base layer on breads for bruschettas and crostinis, tastes absolutely delicious.","Archana's Kitchen","Vegetarian Recipes|Asian Cuisine Recipes|Asian Food","Thai Recipes,Malaysian & East Asian Recipes"
"Bathua Raita Recipe","https://www.archanaskitchen.com/bathua-raita-recipe","good","16","5.0","Bathua Raita Recipe is a raita made out of a green leafy vegetable called 'Bathua'. Although this a winter green, it is now pretty much available all through the year. Curd is whisked with salt and pepper and a puree of bathua is added to it. A lovely bright green raita serves well with parathas or even flavoured rice dishes. This raita can also be served at parties. Serve the chilled Bathua Raita Recipe along with , , and and make a delicious weekend meal.","North Indian Recipes","Side Dish","Diabetic Friendly","10 M","5 M","Bathua leaves|Green Chillies|Ginger|Black Salt (Kala Namak)|Cumin powder (Jeera)|Black pepper powder|Cooking oil","To begin making the Bathua Raita Recipe, first wash and chop the bathua leaves and place them in a bowl. Heat oil in a pan over medium heat and sauté the bathua leaves until soft and tender and allow it to cool. You could either blend the bathua to a coarse paste or add the cooked bathua leaves directly to the bowl of yogurt. In this recipe I have blended the bathua leaves in a blender once it cooled down. Into a mixing bowl, add the yogurt, chopped green chillies, ginger, black salt, cumin powder and black pepper powder. Whisk well to combine until mixed evenly. Finally add the chopped bathua or pureed bathua and give it a stir. Check salt and adjust the taste of Bathua Raita accordingly Serve the chilled Bathua Raita Recipe along with , , and and make a delicious weekend meal.","Archana's Kitchen","Vegetarian Recipes|Side Dish Recipes|Dahi Recipes (Curd/Yogurt)|Green Leaf Recipes","Indian Raita Recipes"
"Szechwan Hakka Noodle Momo Recipe","https://www.archanaskitchen.com/szechwan-hakka-noodle-momo-recipe","good","634","4.9242902208202","Szechuan Hakka Noodle Momo Recipe is a lip smacking momo which is filled with a spicy noodle filling that is tossed in Szechuan sauce. The filling is made by sautéing the vegetables and then tossing it with cooked noodles into it. The noodles are flavoured with Szechwan paste, salt and pepper to keep it simple and spicy inside. This way you can innovate and try out new stuffing of your choice. You can even change the way the momos are pleated and can try out some different shapes as well. Serve the along with as an appetizer or starter for parties. If you liked the Szechwan Hakka Noodle Momo recipe you can find more below.","Indo Chinese","Appetizer","Vegetarian","25 M","30 M","Carrot (Gajjar)|Green Bell Pepper (Capsicum)|Onion|Hakka Noodles|Spring Onion (Bulb & Greens)|Black pepper powder|Salt|All Purpose Flour (Maida)|Water","To begin making the Szechwan Hakka Noodle Momo Recipe, first let’s make the dough first. In a mixing bowl, take maida add water slowly and knead to make a firm and smooth dough. The dough should not be sticky. Keep the momo dough covered for 2 hours before making corn stuffing. Heat a sauce pan with oil, add chopped ginger and garlic. Saute till for a few seconds and add chopped onions. Saute until the onions are translucent. Add in chopped carrot and bell peppers and keep stir frying until the vegetables are cooked. Add salt, pepper and Szechwan paste and mix well. Once the spices are mixed you can add cooked noodles and give it a stir fry. Check for seasoning and if you require more you are free to add. Switch off the heat and allow the Szechwan momo filling to cool down. Take a bamboo dim sum maker, or the regular idli steamer and fill it with water and place it over a medium heat. Later divide the dough into equal portions, to the size of a lemon. Take each ball and start rolling it out on a surface. Roll out the dough as thin so that the outer layer of the momo is thin and delicate. In every flatten dough leaf, add 1 tablespoon of the filling and fold the edges to semi circles and start pleating to give a nice characteristic pleats. Do the same with all the rest of the dough and momo filling. Keep the completed Szechwan noodle momos under a moist cloth to prevent drying. Grease the steamer with oil or place butter paper before placing Szechwan noodle momo from prevent sticking. If using traditional steamer it has own boiler or if using bamboo steamer then boil water in a shallow pan and when water starts boiling place the momo filled bamboo steamer on it. Steam for 10 - 15 minutes. Serve the Szechwan Hakka Noodle Momo along with and to complete your meal for your. Sunday lunch.","Archana's Kitchen","Healthy Recipes|Party Starter & Appetizer Recipes|Asian Cuisine Recipes|Chinese Recipes|Dumpling Recipes (Momo Recipes)","Indian Chinese Recipes"
"Khakhra Vegetable Pizza Recipe","https://www.archanaskitchen.com/khakara-vegetable-pizza-recipe","good","918","4.9041394335512","is a real kid-pleaser instant pizza dish. Khakhra is considered as one of the healthiest diet snacks and you can whip it up in a jiffy. Slather some pizza sauce and top it with some roasted vegetables and stringy soft cheese to make it interesting for kids and adults alike. Great to be served as an after school snack, at tea party or eat it during winter evenings. Serve as an evening snack along with . If you like this recipe, you can also try other recipes which you can serve as :","Indian","Snack","Vegetarian","20 M","10 M","Extra Virgin Olive Oil|Red Yellow and Green Bell Peppers (Capsicum)|Black olives|Sweet corn|Salt to taste|Pickled Jalapenos|Mixed Herbs (Dried)|Red Chilli flakes|Mozzarella cheese","To begin making the Khakhra Pizza, firstly keep the khakhras and the pizza sauce ready. You can either make or use store bought ones. Similarly, use could either use store bought pizza sauce or make your own by following this recipe . Getting ahead, keep all your ingredients ready to get started. To roast the bell peppers Heat oil in a pan and sauté the bell peppers along with some salt. Sauté the bell peppers until it has softened and has a roasted texture and still has a crunch in it. Turn off the heat and set aside. Preheat the oven to 200 degree Celsius Spread the pizza sauce on the khakhras, top with a layer of grated cheese and then arrange the sautéed bell peppers, sweet corn, sliced olives and sliced jalapeños Flash bake in the oven for 4-5 mins or until the cheese had melted. Remove the Khakhra Vegetable Pizza from the oven and serve hot with a sprinkle of mixed herbs and red chilli flakes. You can even add any topping of your choice like roasted mushrooms, baby corn, zucchini or spinach on top of these super quick Khakhra Pizza Serve Khakhra Vegetable Pizza as an evening snack along with .","Archana's Kitchen","Vegetarian Recipes|Tea Party Recipes|Broccoli Recipes|After School Snack Recipes|Fusion Recipes","Pizza Recipes"
"Chicken Manchurian Dry Recipe","https://www.archanaskitchen.com/chicken-manchurian-dry-recipe","good","5875","4.8982127659574","This is a lip smacking, easy, quick and delicious Indo Chinese dish can be served as an appetizer or as a side dish along with the main course. Simple ingredients like onion, ginger and garlic with a combination of sauces, make this Chicken Manchurian, finger licking good even at home. Instead of deep frying the chicken, shallowing frying it too ensures the chicken is slightly crunchy and cooked through well on the inside, minimizing the usage of too much oil Serve as an appetizer or for dinner along with and make a delicious meal. If you like this recipe you can also try other Chinese recipes such as","Chinese","Appetizer","High Protein Non Vegetarian","10 M","40 M","Chicken breasts|Whole Egg|Corn flour|Salt|Tomato Ketchup|Vinegar|Sesame (Gingelly) Oil|Ginger|Garlic|Green Chillies|Onion|Spring Onion Greens","To begin making the Chicken Manchurian Dry recipe, first we will marinate the chicken cubes. In a large mixing bowl, combine the washed and cleaned boneless chicken cubes along with the egg, salt, pepper, soya sauce, and corn flour. Cover the bowl and marinate for 30-45 minutes. You can even let it rest in the refrigerator. Next, we will prepare the sauce for the chicken manchurian. In a mixing bowl combine the sauces - soy sauce, red chilli sauce, tomato ketchup and vinegar. Whisk well with a fork and keep aside. Next heat oil over medium heat for pan frying, add the chicken pieces until well cooked and crispy. Boneless chicken does not take time to cook, so as soon as you notice that it is turning golden and crisp on medium heat, transfer onto a plate lined with absorbent kitchen towels and keep aside. You can also optionally grill the chicken in a pan to cook the chicken. It gives a great taste to the manchurian as well. Heat oil in a wok, add ginger, garlic, and green chillies. Toss for thirty seconds. Stir in the sliced onions and saute until the onion turns soft and lightly brown. Next stir in the sauce mixture and give it a brisk boil for about a minute. Finally stir in the pan fried chicken and toss well to bring the Chicken Manchurian together. Stir fry the Chicken Manchurian along with the sauces for 3 to 4 minutes until the chicken pieces are well coated. Check salt and seasonings and adjust according to taste. Finally stir in the spring onion greens and turn off the heat. Transfer the Chicken Manchurian to a serving bowl and serve hot. Serve Chicken Manchurian Dry as an appetizer or for dinner along with and make a delicious meal.","Archana's Kitchen","Party Food Recipes|Side Dish Recipes|Party Starter & Appetizer Recipes|High Protein Diet|Manchurian Recipes|Stir Fried Recipes|Chinese Recipes","Indian Chinese Recipes"
"Thai Pineapple Vegetarian Curry Recipe","https://www.archanaskitchen.com/thai-pineapple-vegetarian-curry-recipe","good","3173","4.8982035928144","The Thai Pineapple Vegetarian Curry Recipe is super simple dish to make and is a favorite at home. The sweetness and the sourness from the pineapple along with the vegetables simmered in an aromatic Thai flavoured broth tastes delicious. I have used a green curry paste to make this dish, but you can also use a yellow curry paste or even a red curry paste. Essentially you want to have the curry that is bursting with flavors from lemon grass. Serve Thai Pineapple Vegetarian Curry Recipe with , sprinkled spring onions, along with and for a complete meal. If you like this recipe, try more recipes like","Thai","Side Dish","Vegetarian","20 M","40 M","Garlic|Ginger|Spring Onion (Bulb & Greens)|Lemon Grass|Green Chillies|Coriander (Dhania) Seeds|Water|Cauliflower (gobi)|Red Bell pepper (Capsicum)|Green beans (French Beans)|Pineapple|Coconut milk|Brown Sugar (Demerara Sugar)|Salt|Basil leaves|Oil","To begin making the Thai Pineapple curry; first add all the ingredients listed under *To grind into a small mixer grinder like the garlic, ginger, spring onions, lemongrass, coriander seeds and water and blend into a smooth paste and keep aside. Next into a pressure cooker add the fresh cut pineapple chunks, salt to taste and some water and pressure cook for one whistle and release the pressure immediately. Keep aside. Our next step is to roast the vegetables; heat oil in a wok or pan and first add the bell peppers and saute on medium heat for a minute. Once the oil is preheated; add the cauliflower and the beans and sprinkle salt and saute the vegetables till they are lightly cooked. You can sprinkle some water and cover the pan to cook the vegetables faster. Once they are done turn off the heat and keep the vegetables aside. Now to make the Thai Pineapple Vegetarian Curry, take a pan and add oil. Add the Thai Curry paste and saute for two minutes till the Thai curry paste is cooked and the aromas are released. Add the coconut milk, brown sugar, and soy sauce and stir the curry. Add the cooked vegetables, the pineapple, cauliflower, beans and bell peppers and stir the Thai Pineapple Vegetarian Curry. Add 1/2 cup of water, cover and simmer for 3 to 4 minutes. Check the salt and adjust to taste accordingly. Once done, stir in torn basil leaves and turn off the heat. Transfer the Thai Pineapple Vegetarian Curry to a serving bowl and serve hot. Serve Thai Pineapple Vegetarian Curry Recipe with , sprinkled spring onions, along with and for a complete meal.","Archana Doshi","Party Food Recipes|Capsicum Recipes (Bell Pepper)|Cauliflower Recipes (Phool Gobi)|Green Beans Recipes (French /Haricot)|Pineapple Recipes|Quick & Easy Recipes","Thai Recipes,Malaysian & East Asian Recipes"
"Beet Apple Salad Recipe with Apple Cider Vinaigrette","https://www.archanaskitchen.com/beet-apple-salad-recipe-with-apple-cider-vinaigrette","good","789","4.9302915082383","Beet Apple Salad Recipe with Apple Cider Vinaigrette is a lovely summer salad with some crunchy red delicious apple and steamed beets served on a bed of mixed salad greens, some boiled sweet corn and black olives that all add to the lovely taste and texture. A colourful salad that is tossed in a flavour burst salad dressing made of acidic apple cider vinegar, honey, salt and a splash of tabasco sauce. Serve Beet and Apple Salad Recipe with Apple Cider Vinaigrette along with or and some to sip on the side. If you like this recipe, you can explore more of our salad recipes","Continental","Appetizer","Vegetarian","5 M","20 M","Apples|Beetroots|Salad leaves|Black olives|Walnuts|Extra Virgin Olive Oil|Apple cider vinegar|Honey|Salt","To begin making the Beet Apple Salad Recipe with Apple Cider Vinaigrette, prep all ingredients and keep ready. Wash and pat dry salad greens and keep aside. Peel the beets, cut into half place them in a pressure cooker along with 2 tablespoons of water. Pressure cook for 2 whistles and turn off the heat. Once the pressure releases, open the cooker and cut the beets into thin slices and allow it to cool. Mix salad greens, apples, olives, and corn in a large mixing bowl and place in a refrigerator Place the beets right at the end. Add all the dressing ingredients to a mixing bowl and beat well with a fork until well combined. You can also use a bottle and shake to mix. When ready to serve, toss in the salad dressing, steamed beets along with the apple, walnuts, olives, corn and salad leaves and serve chilled. Serve Beet and Apple Salad Recipe with Apple Cider Vinaigrette along with or and some to sip on the side.","Archana's Kitchen","Vegetarian Recipes|Healthy Recipes|Beetroot Recipes|Apple Recipes|Walnut Recipes","Salad Recipes"
"Kerala Style Varutharacha Mutta Curry Recipe","https://www.archanaskitchen.com/varutharacha-mutta-curry-recipe","good","3289","4.8428093645485","Varutharacha Mutta Curry Recipe is a popular Kerala egg curry recipe. The eggs are hard boiled and is added to a spicy coconut based gravy. This flavourful and easy to prepare egg curry can be served at home for a weekend brunch. A boiled egg contains about 6% of recommended Vitamin A, 5% of folate, 10-15% Vitamin B complex and 22% of selenium of the RDA. This also has good proteins and less calories (about 77). Serve Varutharacha Mutta Curry Recipe along with , for breakfast. Or serve Varutharacha Mutta Curry Recipe along with and for simple dinner. If you like this recipe, here are more egg curry recipes to try","Kerala Recipes","Main Course","Eggetarian","10 M","30 M","Fennel seeds (Saunf)|Coriander (Dhania) Seeds|Whole Black Pepper Corns|Byadagi Dried Chillies|Cloves (Laung)|Cinnamon stick|Cardamom (Elaichi) Pods/Seeds|Fresh coconut|Whole Eggs|Coconut Oil|Pearl onions (Sambar Onions)|Curry leaves|Ginger|Garlic|Green Chillies|Tomatoes|Tomatoes","To begin making the Varutharacha Mutta Curry Recipe, we will first boil the eggs in water for about 10 to 12 minutes. Allow it to cool. Once cooled peel them and set them aside. Here's To make the roasted coconut spice mix, heat a pan over medium heat; add the fennel seeds, coriander seeds, whole black peppercorns, dry red chillies, clove, cinnamon stick and cardamom. Allow the spices to sizzle for about a minute. Add the grated coconut and roast along with the spices until the coconut starts releasing an aroma. Stir the mixture every few minutes, to ensure it roasts evenly. Once the coconut turns into a lovely brown colour, turn off the heat and allow the roasted spices to cool down. Once cooled transfer the coconut spice mix into a mixer jar and grind into a fine paste adding 1/4 cup of water. To make the gravy, heat a kadai with coconut oil on medium heat. Once the oil is hot add the onion, ginger, garlic and curry leaves and saute until the onions are translucent and golden brown in colour. Once the onions are roasted, add the chopped tomatoes, sprinkle some salt and water, cover and cook until tomatoes turn mushy. Once the onion-tomato mixture has come together, add in the roasted and ground spice paste to the pan and allow it to cook for about a minute. To this add the boiled eggs, one cup of water and give the Varutharacha Mutta Curry a brisk boil . Check the salt and spices and adjust the seasoning according to taste. Garnish the Varutharacha Mutta Curry with Coriander leaves and serve hot. Serve Varutharacha Mutta Curry Recipe along with , for breakfast. Or serve Varutharacha Mutta Curry Recipe along with and for simple dinner.","Archana's Kitchen","Party Food Recipes|South Indian Recipes|Indian Dinner Recipes|Indian Potluck & Kitty Party Recipes","Indian Non Veg Recipes"
"Chicken Spinach Cheese Balls Recipe","https://www.archanaskitchen.com/chicken-spinach-cheese-balls-recipe","good","529","4.9224952741021","is a simple yet flavour packed chicken appetizer. Minced Chicken is combined with spinach and simple herbs spices and chilli flakes to make these bombs. These are then filled with cheese on the inside, coated in egg and bread crumbs and finally deep fried giving it that delicious texture and taste. It's an appetizer that you just can't get enough of. Serve with and for the first course of your meal. If you like this recipe, you can also try other Chicken recipes such as","Italian Recipes","Appetizer","High Protein Non Vegetarian","10 M","20 M","Spinach|Britannia Cheese Cubes|Chicken keema|Salt|Garlic powder|Mixed Herbs (Dried)|Red Chilli flakes|Extra Virgin Olive Oil|Black pepper powder|Oil|Whole Eggs|Whole Wheat Bread crumbs|Mixed Herbs (Dried)","To begin making the Chicken Spinach Cheese Balls Recipe, prep all the ingredients and keep them ready. Heat oil in a pan over medium heat; add the chopped spinach and sauté until it wilts down. Keep aside to cool. Next, cut each cheese cube into four pieces and set aside. In a large mixing bowl, combine the chicken keema, garlic powder, mixed herbs, red chilli flakes, salt, black pepper powder, olive oil and cooked spinach. Mix well and set aside for 30 minutes. In the meanwhile, in a large mixing bowl, combine the bread crumbs, salt and mixed herbs and keep it ready. Whisk the egg in a small bowl and keep aside. Heat oil in a kadai on medium flame to prepare the oil for deep frying. To shape the Chicken Spinach Cheese Balls , take a lemon size portion of the chicken spinach keema mixture, flatten it in the palm of your hand and make a small cup out of it in your palms. Stuff the small cheese cube in it and reshape the keema into a ball shape. Dip this Chicken Spinach Cheese Balls into the beaten egg mixture and then roll it in the bread crumbs. You will have a crusted cheese ball which you now add into the preheated oil for deep frying. Deep fry the Chicken Spinach Cheese Balls until they turn golden brown in colour. Once done, drain excess oil from the Chicken Spinach Cheese Balls into kitchen paper towels and serve hot. Serve Chicken Spinach Cheese Balls with and for the first course of your meal.","Archana's Kitchen","Spinach Recipes (Palak/Keerai)|Party Starter & Appetizer Recipes|Cheese Recipes|Indian Potluck & Kitty Party Recipes","Continental Party Appetizer & Starter Recipes"
